"","","","","a","a","a","a"
"a.temp","-6110153.16967925","-4147317.45919096","Wetland (2-3)","11069.0355321231","4078.75242094913","5585.83881179887","4208.42229955617"
"a.temp","-6110153.16967925","-4147467.45919096","Wetland (2-3)","11215.029318348","3944.83919968843","5454.85382310091","4357.52834200785"
"a.temp","-6110153.16967925","-4147617.45919096","Wetland (2-3)","11361.1274797621","3812.12425183106","5324.87232066635","4506.69371617395"
"a.temp","-6110153.16967925","-4147767.45919096","Wetland (2-3)","11507.3260408926","3680.73719673091","5195.969614172","4655.91271947851"
"a.temp","-6110153.16967925","-4147917.45919096","Wetland (2-3)","11653.6212230965","3550.82544085155","5068.22801691072","4805.18035576209"
"a.temp","-6110153.16967925","-4148067.45919096","Wetland (2-3)","11800.0094326829","3422.55698439027","4941.73757208928","4954.49222942189"
"a.temp","-6110153.16967925","-4148217.45919096","River (1)","11946.4872498741","3296.12367962713","4816.5968516577","5103.84445799458"
"a.temp","-6110153.16967925","-4148367.45919096","River (1)","12093.051418538","3171.74499469909","4692.91383166141","5253.23359954629"
"a.temp","-6110153.16967925","-4148517.45919096","River (1)","12239.6988366301","3049.67232852954","4570.80684687059","5402.65659202971"
"a.temp","-6110153.16967925","-4148667.45919096","River (1)","12386.4265472898","2930.1939033789","4450.40562549068","5552.11070237276"
"a.temp","-6110153.16967925","-4148817.45919096","Wetland (2-3)","12533.2317305396","2813.64022422891","4331.85240184833","5701.59348352741"
"a.temp","-6110153.16967925","-4148967.45919096","Wetland (2-3)","12680.1116955414","2700.39002949555","4215.30310077451","5851.1027380659"
"a.temp","-6110153.16967925","-4149117.45919096","Wetland (2-3)","12827.0638733658","2590.8765527132","4100.92858160189","6000.63648719053"
"a.temp","-6110153.16967925","-4149267.45919096","Wetland (2-3)","12974.0858102375","2485.59375429677","3988.91592182629","6150.19294424186"
"a.temp","-6110153.16967925","-4149417.45919096","Wetland (2-3)","13121.1751612196","2385.1019498963","3879.46971007628","6299.77049196258"
"a.temp","-6110153.16967925","-4149567.45919096","Wetland (2-3)","13268.3296843049","2290.03194549753","3772.81330460433","6449.36766291103"
"a.temp","-6110153.16967925","-4149717.45919096","Wetland (2-3)","13415.5472348841","2201.08639344285","3669.18999663406","6598.98312252748"
"a.temp","-6110153.16967925","-4149867.45919096","Wetland (2-3)","13562.8257605635","2119.03664701659","3568.86399732457","6748.6156544437"
"a.temp","-6110153.16967925","-4150017.45919096","Wetland (2-3)","13710.1632963071","2044.71301443488","3472.1211429614","6898.26414769706"
"a.temp","-6110153.16967925","-4150167.45919096","Wetland (2-3)","13857.557959879","1978.9861827207","3379.26918599268","7047.92758556746"
"a.temp","-6110153.16967925","-4150317.45919096","Wetland (2-3)","14005.0079475667","1922.7379726316","3290.63751139497","7197.60503580203"
"a.temp","-6110153.16967925","-4150467.45919096","Wetland (2-3)","14152.5115301633","1876.82079895752","3206.57609162791","7347.29564203067"
"a.temp","-6110153.16967925","-4150617.45919096","Wetland (2-3)","14300.0670491927","1842.00741350289","3127.4534738985","7496.99861620655"
"a.temp","-6110153.16967925","-4150767.45919096","River (1)","14447.6729133589","1818.93548852059","3053.65358732779","7646.71323193193"
"a.temp","-6110153.16967925","-4150917.45919096","River (1)","14595.3275952068","1808.05456538228","2985.57117339378","7796.43881855062"
"a.temp","-6110153.16967925","-4151067.45919096","River (1)","14743.0296279769","1809.58456873388","2923.60569013675","7946.17475590633"
"a.temp","-6110153.16967925","-4151217.45919096","River (1)","14890.7776026441","1823.49425866928","2868.15362757995","8095.9204696812"
"a.temp","-6110153.16967925","-4151367.45919096","River (1)","15038.5701651256","1849.50434208733","2819.59930334083","8245.67542724082"
"a.temp","-6110153.16967925","-4151517.45919096","River (1)","15186.4060136494","1887.11454644384","2778.30438062501","8395.43913392285"
"a.temp","-6110153.16967925","-4151667.45919096","River (1)","15334.28389627","1935.64880890103","2744.59655166296","8545.21112971489"
"a.temp","-6110153.16967925","-4151817.45919096","River (1)","15482.2026085246","1994.30973306556","2718.75803105025","8694.99098627499"
"a.temp","-6110153.16967925","-4151967.45919096","Wetland (2-3)","15630.1609912184","2062.23333097884","2701.01466700948","8844.77830425406"
"a.temp","-6110003.16967925","-4143567.45919096","River (1)","7523.63087952905","7589.67689110656","9100.00929842367","753.320815722128"
"a.temp","-6110003.16967925","-4146117.45919096","River (1)","9945.18559964589","5131.49981110766","6724.60885341282","3045.56846112531"
"a.temp","-6110003.16967925","-4146267.45919096","Wetland (2-3)","10089.6011621572","4989.77207008476","6588.94522904829","3192.60430548498"
"a.temp","-6110003.16967925","-4146417.45919096","Wetland (2-3)","10234.1773783438","4848.54208101756","6453.91619339748","3339.90377876389"
"a.temp","-6110003.16967925","-4146567.45919096","Wetland (2-3)","10378.9075345821","4707.85464000304","6319.56242404475","3487.43347626896"
"a.temp","-6110003.16967925","-4146717.45919096","Wetland (2-3)","10523.7852796132","4567.759878912","6185.927919997","3635.16536782048"
"a.temp","-6110003.16967925","-4146867.45919096","Wetland (2-3)","10668.8046008634","4428.31404841597","6053.06031949116","3783.07576601388"
"a.temp","-6110003.16967925","-4147017.45919096","Wetland (2-3)","10813.959802561","4289.58043535708","5921.01125074075","3931.14452181569"
"a.temp","-6110003.16967925","-4147167.45919096","Wetland (2-3)","10959.2454854978","4151.63044012811","5789.83671888928","4079.35439149403"
"a.temp","-6110003.16967925","-4147317.45919096","Wetland (2-3)","11104.656528295","4014.5448448608","5659.59753263415","4227.69053401519"
"a.temp","-6110003.16967925","-4147467.45919096","Wetland (2-3)","11250.188070046","3878.41530929817","5530.35977413754","4376.140108749"
"a.temp","-6110003.16967925","-4147617.45919096","Wetland (2-3)","11395.8354942235","3743.34613833646","5402.1953159247","4524.69195099531"
"a.temp","-6110003.16967925","-4147767.45919096","Wetland (2-3)","11541.5944137456","3609.45637338901","5275.18238844865","4673.33630839915"
"a.temp","-6110003.16967925","-4147917.45919096","Wetland (2-3)","11687.4606571062","3476.88226884354","5149.40620182549","4822.0646253863"
"a.temp","-6110003.16967925","-4148067.45919096","Wetland (2-3)","11833.430255484","3345.7802246111","5024.95962485261","4970.86936575504"
"a.temp","-6110003.16967925","-4148217.45919096","Wetland (2-3)","11979.4994307527","3216.3302553374","4901.94392373056","5119.74386580051"
"a.temp","-6110003.16967925","-4148367.45919096","Wetland (2-3)","12125.6645843189","3088.74008479166","4780.46956181074","5268.68221203386"
"a.temp","-6110003.16967925","-4148517.45919096","Wetland (2-3)","12271.9222867245","2963.24995763078","4660.65706005055","5417.67913883815"
"a.temp","-6110003.16967925","-4148667.45919096","Wetland (2-3)","12418.2692679538","2840.13825568385","4542.63791550671","5566.72994238109"
"a.temp","-6110003.16967925","-4148817.45919096","Wetland (2-3)","12564.7024083901","2719.72798481741","4426.55557193165","5715.83040785871"
"a.temp","-6110003.16967925","-4148967.45919096","Wetland (2-3)","12711.2187303738","2602.39414989333","4312.56643211432","5864.97674772904"
"a.temp","-6110003.16967925","-4149117.45919096","Wetland (2-3)","12857.8153903144","2488.5719421787","4200.84089574924","6014.16554905187"
"a.temp","-6110003.16967925","-4149267.45919096","Wetland (2-3)","13004.4896713176","2378.76550155729","4091.56439902873","6163.39372840989"
"a.temp","-6110003.16967925","-4149417.45919096","Wetland (2-3)","13151.2389762868","2273.55675350302","3984.93842253546","6312.65849317088"
"a.temp","-6110003.16967925","-4149567.45919096","Wetland (2-3)","13298.0608214659","2173.61342271325","3881.18142211871","6461.95730807644"
"a.temp","-6110003.16967925","-4149717.45919096","Wetland (2-3)","13444.9528303897","2079.69476399766","3780.52962313477","6611.28786632397"
"a.temp","-6110003.16967925","-4149867.45919096","Wetland (2-3)","13591.9127282147","1992.65283263275","3683.23760181169","6760.64806445378"
"a.temp","-6110003.16967925","-4150017.45919096","Wetland (2-3)","13738.9383364001","1913.42632766443","3589.57855902327","6910.03598047092"
"a.temp","-6110003.16967925","-4150167.45919096","Wetland (2-3)","13886.0275677173","1843.02341585761","3499.84417244535","7059.44985472683"
"a.temp","-6110003.16967925","-4150317.45919096","Wetland (2-3)","14033.1784215624","1782.48991901764","3414.34389471824","7208.88807316376"
"a.temp","-6110003.16967925","-4150467.45919096","Wetland (2-3)","14180.3889795522","1732.8604419859","3333.40355063706","7358.3491525887"
"a.temp","-6110003.16967925","-4150617.45919096","Wetland (2-3)","14327.657401383","1695.09300966042","3257.3630794555","7507.83172769628"
"a.temp","-6110003.16967925","-4150767.45919096","Wetland (2-3)","14474.9819209354","1669.99260818714","3186.57327413005","7657.33453960338"
"a.temp","-6110003.16967925","-4150917.45919096","River (1)","14622.360842607","1658.13458784253","3121.39139349745","7806.85642569421"
"a.temp","-6110003.16967925","-4151067.45919096","River (1)","14769.7925378594","1659.80279292444","3062.17557161571","7956.39631060463"
"a.temp","-6110003.16967925","-4151217.45919096","River (1)","14917.2754419635","1674.95680881623","3009.2780249422","8105.95319819965"
"a.temp","-6110003.16967925","-4151367.45919096","River (1)","15064.8080509313","1703.23671619652","2963.03716335116","8255.52616441879"
"a.temp","-6110003.16967925","-4151517.45919096","River (1)","15212.3889186218","1744.00410303415","2923.76884028135","8405.11435088204"
"a.temp","-6110003.16967925","-4151667.45919096","River (1)","15360.0166540081","1796.40900448645","2891.75711832792","8554.71695916371"
"a.temp","-6110003.16967925","-4151817.45919096","River (1)","15507.6899185986","1859.46774949179","2867.24505953019","8704.33324565433"
"a.temp","-6110003.16967925","-4151967.45919096","River (1)","15655.4074239991","1932.13749805756","2850.42614908724","8853.9625169414"
"a.temp","-6109853.16967925","-4143717.45919096","River (1)","7718.04415712965","7411.41547286327","9006.30075177358","962.951842721292"
"a.temp","-6109853.16967925","-4143867.45919096","River (1)","7857.57854630822","7264.61384461673","8864.94716461397","1060.42974845125"
"a.temp","-6109853.16967925","-4144017.45919096","River (1)","7997.4918325312","7117.94558221663","8723.88234855316","1169.07923230226"
"a.temp","-6109853.16967925","-4144167.45919096","River (1)","8137.7644725934","6971.41910312364","8583.12054158611","1286.07202418857"
"a.temp","-6109853.16967925","-4145817.45919096","Wetland (2-3)","9699.99461914304","5372.29646533006","7059.89682866528","2789.90434448945"
"a.temp","-6109853.16967925","-4145967.45919096","River (1)","9843.43591493356","5228.48967785133","6924.30344737997","2934.41667992144"
"a.temp","-6109853.16967925","-4146117.45919096","Wetland (2-3)","9987.06992122334","5085.04073842068","6789.31610925564","3079.45388850056"
"a.temp","-6109853.16967925","-4146267.45919096","Wetland (2-3)","10130.888441366","4941.98080848135","6654.97169275709","3224.94515478966"
"a.temp","-6109853.16967925","-4146417.45919096","Wetland (2-3)","10274.883727391","4799.34467520286","6521.3099321684","3370.83168541554"
"a.temp","-6109853.16967925","-4146567.45919096","Wetland (2-3)","10419.0484503818","4657.17127786794","6388.37367656263","3517.06429446511"
"a.temp","-6109853.16967925","-4146717.45919096","Wetland (2-3)","10563.3756731172","4515.50432525517","6256.20917420433","3663.60154102509"
"a.temp","-6109853.16967925","-4146867.45919096","Wetland (2-3)","10707.8588247793","4374.3930220544","6124.86638477922","3810.40827883332"
"a.temp","-6109853.16967925","-4147017.45919096","Wetland (2-3)","10852.4916775552","4233.89292630297","5994.39932198369","3957.45451665607"
"a.temp","-6109853.16967925","-4147167.45919096","Wetland (2-3)","10997.2683249707","4094.06696469395","5864.86642911828","4104.71451521316"
"a.temp","-6109853.16967925","-4147317.45919096","Wetland (2-3)","11142.1831618137","3954.98663858658","5736.33099039784","4252.16606583065"
"a.temp","-6109853.16967925","-4147467.45919096","Wetland (2-3)","11287.2308655137","3816.73346087967","5608.8615806952","4399.78990991635"
"a.temp","-6109853.16967925","-4147617.45919096","Wetland (2-3)","11432.4063788603","3679.40067285401","5482.53255634645","4547.5692684556"
"a.temp","-6109853.16967925","-4147767.45919096","Wetland (2-3)","11577.7048939505","3543.0953009196","5357.42458942716","4695.48945812914"
"a.temp","-6109853.16967925","-4147917.45919096","Wetland (2-3)","11723.1218372669","3407.94062615513","5233.62524751236","4843.53757613192"
"a.temp","-6109853.16967925","-4148067.45919096","Wetland (2-3)","11868.6528557964","3274.07915472407","5111.22962029675","4991.70223985786"
"a.temp","-6109853.16967925","-4148217.45919096","Wetland (2-3)","12014.293804107","3141.67619454946","4990.34099349924","5139.97337068997"
"a.temp","-6109853.16967925","-4148367.45919096","Wetland (2-3)","12160.0407323086","3010.92416234597","4871.07156911075","5288.34201346718"
"a.temp","-6109853.16967925","-4148517.45919096","Wetland (2-3)","12305.8898748284","2882.04776355265","4753.54322915013","5436.80018498033"
"a.temp","-6109853.16967925","-4148667.45919096","Wetland (2-3)","12451.8376399391","2755.31020239082","4637.88833753025","5585.3407462215"
"a.temp","-6109853.16967925","-4148817.45919096","Wetland (2-3)","12597.8805999821","2631.0205836137","4524.25057124373","5733.95729417322"
"a.temp","-6109853.16967925","-4148967.45919096","Wetland (2-3)","12744.0154822334","2509.54264984659","4412.78576767548","5882.64406975318"
"a.temp","-6109853.16967925","-4149117.45919096","Wetland (2-3)","12890.2391603649","2391.30493902369","4303.6627692466","6031.39587918107"
"a.temp","-6109853.16967925","-4149267.45919096","Wetland (2-3)","13036.5486464557","2276.81231360847","4197.06423960837","6180.20802654752"
"a.temp","-6109853.16967925","-4149417.45919096","Wetland (2-3)","13182.9410835141","2166.65855902567","4093.18741708701","6329.07625577402"
"a.temp","-6109853.16967925","-4149567.45919096","Wetland (2-3)","13329.4137384735","2061.539306295","3992.24476095836","6477.9967004779"
"a.temp","-6109853.16967925","-4149717.45919096","Wetland (2-3)","13475.9639956259","1962.26382308784","3894.46443447613","6626.96584051876"
"a.temp","-6109853.16967925","-4149867.45919096","Wetland (2-3)","13622.5893504651","1869.76316986921","3800.09055568411","6775.98046421347"
"a.temp","-6109853.16967925","-4150017.45919096","Wetland (2-3)","13769.2874039075","1785.09084121773","3709.38313354116","6925.03763537807"
"a.temp","-6109853.16967925","-4150167.45919096","Wetland (2-3)","13916.0558568657","1709.41051576252","3622.61759386768","7074.1346644945"
"a.temp","-6109853.16967925","-4150317.45919096","Wetland (2-3)","14062.8925051501","1643.96451038322","3540.08378875412","7223.26908341388"
"a.temp","-6109853.16967925","-4150467.45919096","Wetland (2-3)","14209.7952346755","1590.01707896475","3462.08437670138","7372.43862310178"
"a.temp","-6109853.16967925","-4150617.45919096","Wetland (2-3)","14356.7620169523","1548.77025778507","3388.93246191184","7521.64119400832"
"a.temp","-6109853.16967925","-4150767.45919096","Wetland (2-3)","14503.790904843","1521.25747702343","3320.94839336595","7670.87486870976"
"a.temp","-6109853.16967925","-4150917.45919096","River (1)","14650.880028565","1508.23052329535","3258.45565128635","7820.13786652147"
"a.temp","-6109853.16967925","-4151067.45919096","River (1)","14798.0275919261","1510.06434015237","3201.77579343089","7969.42853982662"
"a.temp","-6109853.16967925","-4151217.45919096","River (1)","14945.2318687736","1526.70537806083","3151.22249792046","8118.74536190187"
"a.temp","-6109853.16967925","-4151367.45919096","River (1)","15092.4911996465","1557.67914263494","3107.09482175876","8268.08691605278"
"a.temp","-6109853.16967925","-4151517.45919096","River (1)","15239.803988615","1602.15458411477","3069.66988964615","8417.45188589773"
"a.temp","-6109853.16967925","-4151667.45919096","River (1)","15387.1687002972","1659.04620532402","3039.19532629942","8566.83904666145"
"a.temp","-6109853.16967925","-4151817.45919096","River (1)","15534.5838570399","1727.12747398682","3015.88183312946","8716.24725735814"
"a.temp","-6109853.16967925","-4151967.45919096","River (1)","15682.0480362549","1805.13276835809","2999.8963701102","8865.67545376005"
"a.temp","-6109853.16967925","-4152117.45919096","Wetland (2-3)","15829.5598678992","1891.83490595776","2991.3564199875","9015.12264206114"
"a.temp","-6109703.16967925","-4144317.45919096","River (1)","8331.35010735975","6793.49455813408","8496.95487992007","1496.25039729337"
"a.temp","-6109703.16967925","-4145667.45919096","Wetland (2-3)","9602.67721062225","5477.35185207211","7259.66646833021","2693.30285177903"
"a.temp","-6109703.16967925","-4145817.45919096","River (1)","9745.24215252776","5332.15887904682","7124.71699307405","2834.80427038643"
"a.temp","-6109703.16967925","-4146267.45919096","Wetland (2-3)","10174.2198527162","4898.3184167016","6723.69669388784","3263.86584457776"
"a.temp","-6109703.16967925","-4146417.45919096","Wetland (2-3)","10317.6104118834","4754.37254655103","6591.42869425122","3408.08674352654"
"a.temp","-6109703.16967925","-4146567.45919096","Wetland (2-3)","10461.1863386236","4610.81265195173","6459.93554390432","3552.7862659329"
"a.temp","-6109703.16967925","-4146717.45919096","Wetland (2-3)","10604.9401040932","4467.6759407323","6329.26553648987","3697.90822647094"
"a.temp","-6109703.16967925","-4146867.45919096","Wetland (2-3)","10748.8645731261","4325.00442906112","6199.47072187606","3843.40477329692"
"a.temp","-6109703.16967925","-4147017.45919096","Wetland (2-3)","10892.9529793993","4182.84571929187","6070.6072374515","3989.23492055827"
"a.temp","-6109703.16967925","-4147167.45919096","Wetland (2-3)","11037.198902412","4041.25392810182","5942.73566898264","4135.3633759806"
"a.temp","-6109703.16967925","-4147317.45919096","Wetland (2-3)","11181.5962461271","3900.29079831215","5815.92144302162","4281.75959757221"
"a.temp","-6109703.16967925","-4147467.45919096","Wetland (2-3)","11326.1392191428","3760.02703599302","5690.2352527289","4428.39702955841"
"a.temp","-6109703.16967925","-4147617.45919096","Wetland (2-3)","11470.8223162685","3620.54392479894","5565.75351874288","4575.25247952523"
"a.temp","-6109703.16967925","-4147767.45919096","Wetland (2-3)","11615.6403013956","3481.9352824828","5442.55888635105","4722.30560758216"
"a.temp","-6109703.16967925","-4147917.45919096","Wetland (2-3)","11760.5881915576","3344.30984081898","5320.74075964981","4869.53850497169"
"a.temp","-6109703.16967925","-4148067.45919096","Wetland (2-3)","11905.66124209","3207.79415040908","5200.39587256575","5016.93534455069"
"a.temp","-6109703.16967925","-4148217.45919096","Wetland (2-3)","12050.8549328006","3072.53613671162","5081.62889548213","5164.48208936792"
"a.temp","-6109703.16967925","-4148367.45919096","Wetland (2-3)","12196.1649550752","2938.70946359092","4964.5530746885","5312.16624847172"
"a.temp","-6109703.16967925","-4148517.45919096","Wetland (2-3)","12341.5871998461","2806.51889560696","4849.2908998532","5459.97667132399"
"a.temp","-6109703.16967925","-4148667.45919096","Wetland (2-3)","12487.1177463578","2676.20688875112","4735.97479209921","5607.90337393595"
"a.temp","-6109703.16967925","-4148817.45919096","Wetland (2-3)","12632.7528516711","2548.06167731454","4624.74780192382","5755.93739119896"
"a.temp","-6109703.16967925","-4148967.45919096","Wetland (2-3)","12778.4889408492","2422.42715296024","4515.76430202012","5904.07065094942"
"a.temp","-6109703.16967925","-4149117.45919096","Wetland (2-3)","12924.3225977768","2299.7148326258","4409.19065491608","6052.29586614884"
"a.temp","-6109703.16967925","-4149267.45919096","Wetland (2-3)","13070.2505565657","2180.41815058469","4305.20582915607","6200.60644222825"
"a.temp","-6109703.16967925","-4149417.45919096","Wetland (2-3)","13216.269693503","2065.12912705216","4204.00193047047","6348.99639717983"
"a.temp","-6109703.16967925","-4149567.45919096","Wetland (2-3)","13362.3770195054","1954.55706271249","4105.7846060649","6497.46029240676"
"a.temp","-6109703.16967925","-4149717.45919096","Wetland (2-3)","13508.5696730411","1849.54813708628","4010.77327100393","6645.99317268703"
"a.temp","-6109703.16967925","-4149867.45919096","Wetland (2-3)","13654.8449134879","1751.10345536733","3919.20109606532","6794.59051388696"
"a.temp","-6109703.16967925","-4150017.45919096","Wetland (2-3)","13801.200114896","1660.39101159921","3831.3146870754","6943.24817728725"
"a.temp","-6109703.16967925","-4150167.45919096","Wetland (2-3)","13947.6327601283","1578.74421975173","3747.37337763395","7091.96236957041"
"a.temp","-6109703.16967925","-4150317.45919096","Wetland (2-3)","14094.1404353513","1507.63666425288","3667.64805173558","7240.72960767096"
"a.temp","-6109703.16967925","-4150467.45919096","Wetland (2-3)","14240.7208248531","1448.62117594615","3592.41941195621","7389.54668781535"
"a.temp","-6109703.16967925","-4150617.45919096","Wetland (2-3)","14387.3717061667","1403.22425556276","3521.97561482187","7538.41065818273"
"a.temp","-6109703.16967925","-4150767.45919096","Wetland (2-3)","14534.0909454773","1372.79762215693","3456.60921010749","7687.31879470358"
"a.temp","-6109703.16967925","-4150917.45919096","River (1)","14680.8764932958","1358.34764011271","3396.61334735056","7836.26857958576"
"a.temp","-6109703.16967925","-4151067.45919096","River (1)","14827.7263803796","1360.38351629231","3342.27725232364","7985.25768221684"
"a.temp","-6109703.16967925","-4151217.45919096","River (1)","14974.6387138858","1378.83222743011","3293.88102872585","8134.28394214286"
"a.temp","-6109703.16967925","-4151367.45919096","River (1)","15121.6116737405","1413.05106468236","3251.68990394228","8283.34535386538"
"a.temp","-6109703.16967925","-4151517.45919096","River (1)","15268.6435092121","1461.93307350234","3215.94810769705","8432.44005323508"
"a.temp","-6109703.16967925","-4151667.45919096","River (1)","15415.732535673","1524.06801403351","3186.87264122686","8581.56630525007"
"a.temp","-6109703.16967925","-4151817.45919096","River (1)","15562.8771315399","1597.91060807547","3164.64725228584","8730.72249309319"
"a.temp","-6109703.16967925","-4151967.45919096","River (1)","15710.075735381","1681.91953178509","3149.41696690044","8879.90710826433"
"a.temp","-6109703.16967925","-4152117.45919096","Wetland (2-3)","15857.326843179","1774.65160282243","3141.28353247529","9029.11874168257"
"a.temp","-6109553.16967925","-4144317.45919096","River (1)","8386.67059156393","6765.12507729143","8553.51923078434","1592.5810030892"
"a.temp","-6109553.16967925","-4144467.45919096","River (1)","8525.81835435188","6617.58659266333","8415.25556542388","1706.91219791782"
"a.temp","-6109553.16967925","-4145517.45919096","Wetland (2-3)","9509.09688726557","5588.48792710495","7460.11871429658","2610.40116675599"
"a.temp","-6109553.16967925","-4145667.45919096","River (1)","9650.71285509023","5442.12571624341","7325.79048508747","2747.98639942069"
"a.temp","-6109553.16967925","-4146267.45919096","Wetland (2-3)","10219.5693946176","4858.89620298665","6795.03835393136","3309.13421477602"
"a.temp","-6109553.16967925","-4146417.45919096","Wetland (2-3)","10362.3324406913","4713.74663207497","6664.18646433294","3451.46407360723"
"a.temp","-6109553.16967925","-4146717.45919096","Wetland (2-3)","10648.4554566099","4424.4183020368","6405.00204772789","3737.92378887017"
"a.temp","-6109553.16967925","-4146867.45919096","Wetland (2-3)","10791.7996002244","4280.305165686","6276.77355266211","3881.92081982638"
"a.temp","-6109553.16967925","-4147017.45919096","Wetland (2-3)","10935.3222911538","4136.61060669219","6149.53016346766","4026.35620026366"
"a.temp","-6109553.16967925","-4147167.45919096","Wetland (2-3)","11079.0165904472","3993.37981056127","6023.33431177439","4171.18439431796"
"a.temp","-6109553.16967925","-4147317.45919096","Wetland (2-3)","11222.8759064424","3850.66452854549","5898.25323561126","4316.365861625"
"a.temp","-6109553.16967925","-4147467.45919096","Wetland (2-3)","11366.8939737909","3708.52427677082","5774.3593784418","4461.86611760167"
"a.temp","-6109553.16967925","-4147617.45919096","Wetland (2-3)","11511.0648339502","3567.02779795708","5651.73081731595","4607.65496227765"
"a.temp","-6109553.16967925","-4147767.45919096","Wetland (2-3)","11655.3828170251","3426.25485207954","5530.451720375","4753.70584401285"
"a.temp","-6109553.16967925","-4147917.45919096","Wetland (2-3)","11799.8425248562","3286.29842092873","5410.6128332564","4899.99533177348"
"a.temp","-6109553.16967925","-4148067.45919096","Wetland (2-3)","11944.4388152564","3147.26743563345","5292.31199301392","5046.50267525957"
"a.temp","-6109553.16967925","-4148217.45919096","Wetland (2-3)","12089.1667873102","3009.29016736485","5175.65466693818","5193.20943650476"
"a.temp","-6109553.16967925","-4148367.45919096","Wetland (2-3)","12234.0217676529","2872.51846145483","5060.75451206627","5340.09917992186"
"a.temp","-6109553.16967925","-4148517.45919096","Wetland (2-3)","12378.9992976575","2737.13304598058","4947.73394913258","5487.1572103779"
"a.temp","-6109553.16967925","-4148667.45919096","Wetland (2-3)","12524.0951214611","2603.35020913418","4836.72474215757","5634.37035092673"
"a.temp","-6109553.16967925","-4148817.45919096","Wetland (2-3)","12669.3051747681","2471.43021576556","4727.86857171381","5781.72675343641"
"a.temp","-6109553.16967925","-4148967.45919096","Wetland (2-3)","12814.6255743742","2341.68791930075","4621.31758607859","5929.21573662169"
"a.temp","-6109553.16967925","-4149117.45919096","Wetland (2-3)","12960.0526083579","2214.50611003879","4517.23490991993","6076.82764700484"
"a.temp","-6109553.16967925","-4149267.45919096","Wetland (2-3)","13105.5827268918","2090.35219793201","4415.79508485158","6224.55373913684"
"a.temp","-6109553.16967925","-4149417.45919096","Wetland (2-3)","13251.212533629","1969.7987997253","4317.18441016821","6372.38607206143"
"a.temp","-6109553.16967925","-4149567.45919096","Wetland (2-3)","13396.938777624","1853.54857271108","4221.60114546596","6520.31741952817"
"a.temp","-6109553.16967925","-4149717.45919096","Wetland (2-3)","13542.7583457509","1742.46300144346","4129.25552992299","6668.34119188593"
"a.temp","-6109553.16967925","-4149867.45919096","Wetland (2-3)","13688.668255583","1637.59345119581","4040.36956619065","6816.45136793351"
"a.temp","-6109553.16967925","-4150017.45919096","Wetland (2-3)","13834.6656487031","1540.21015169991","3955.17651077669","6964.64243528716"
"a.temp","-6109553.16967925","-4151067.45919096","River (1)","14858.8801264229","1210.78169436107","3483.57090230701","8003.86714353775"
"a.temp","-6109553.16967925","-4151217.45919096","River (1)","15005.4874499766","1231.47363406608","3437.16470821521","8152.55323511617"
"a.temp","-6109553.16967925","-4151367.45919096","River (1)","15152.1611861611","1269.67015850573","3396.75377844791","8301.28660217217"
"a.temp","-6109553.16967925","-4151517.45919096","River (1)","15298.8994248412","1323.85698298571","3362.55427188919","8450.06474835568"
"a.temp","-6109553.16967925","-4151667.45919096","River (1)","15445.7003276448","1392.16820513905","3334.75729722573","8598.88534935798"
"a.temp","-6109553.16967925","-4151817.45919096","River (1)","15592.5621246608","1472.639572808","3313.52398986341","8747.74623839783"
"a.temp","-6109553.16967925","-4151967.45919096","River (1)","15739.4831113161","1563.39448361576","3298.98108988221","8896.64539314698"
"a.temp","-6109553.16967925","-4152117.45919096","River (1)","15886.4616454202","1662.74992449263","3291.21728717513","9045.58092393206"
"a.temp","-6109403.16967925","-4144467.45919096","River (1)","8582.50707027984","6591.87388467023","8475.02066259414","1804.46619569353"
"a.temp","-6109403.16967925","-4144617.45919096","River (1)","8721.11017080988","6443.86035784432","8338.15388628668","1917.89813373931"
"a.temp","-6109403.16967925","-4145367.45919096","River (1)","9419.36503228343","5705.34935927659","7661.19998638581","2542.53972464562"
"a.temp","-6109403.16967925","-4145517.45919096","River (1)","9559.95672643992","5558.01640078525","7527.47103823044","2675.20901078796"
"a.temp","-6109403.16967925","-4145967.45919096","Wetland (2-3)","9983.3750611406","5116.9474602929","7130.17007029974","3082.76633097633"
"a.temp","-6109403.16967925","-4146267.45919096","Wetland (2-3)","10266.9103245039","4823.81812586234","6868.91514224759","3360.49375113261"
"a.temp","-6109403.16967925","-4146417.45919096","Wetland (2-3)","10409.0240950535","4677.58017690752","6739.49777293519","3500.73610136517"
"a.temp","-6109403.16967925","-4146567.45919096","Wetland (2-3)","10551.3561977314","4531.5881665701","6610.95040303574","3641.75620427857"
"a.temp","-6109403.16967925","-4146867.45919096","Wetland (2-3)","10836.640974555","4240.44352767471","6356.67642966028","3925.7939644614"
"a.temp","-6109403.16967925","-4147017.45919096","Wetland (2-3)","10979.5775242677","4095.35057246609","6231.06493557871","4068.67217300702"
"a.temp","-6109403.16967925","-4147167.45919096","Wetland (2-3)","11122.7001043544","3950.62416731818","6106.55428465175","4212.0456136421"
"a.temp","-6109403.16967925","-4147317.45919096","Wetland (2-3)","11266.0016248625","3806.30612423626","5983.21320290349","4355.86538490364"
"a.temp","-6109403.16967925","-4147467.45919096","Wetland (2-3)","11409.4753433891","3662.44471786245","5861.1155279007","4500.08869372614"
