"","","","","","",""
"a.temp",-6107903.16967925,-4144617.45919096,9393.14923821631,6371.95623897384,9060.5905012531,3094.96740716295
"a.temp",-6107903.16967925,-4151667.45919096,15865.4655655422,822.782663526842,4969.8637035034,8954.54455856933
"a.temp",-6107903.16967925,-4151817.45919096,16008.4768985499,952.631256783222,4955.64125329917,9097.5877710195
"a.temp",-6107903.16967925,-4151967.45919096,16151.6150155768,1087.67702531608,4945.92915753963,9240.85159773728
"a.temp",-6107903.16967925,-4152117.45919096,16294.8765755193,1226.2040251934,4940.75401445981,9384.32593484496
"a.temp",-6107903.16967925,-4152267.45919096,16438.2583509144,1367.15445777006,4940.13008243718,9528.00127263865
"a.temp",-6107903.16967925,-4152417.45919096,16581.7572232682,1509.84976451321,4944.05908453781,9671.86865354384
"a.temp",-6107753.16967925,-4144767.45919096,9598.9289304278,6234.79833766881,9019.01237560954,3299.03125953681
"a.temp",-6107753.16967925,-4151817.45919096,16054.1639960294,1030.94874334295,5105.17670912581,9143.50328109547
"a.temp",-6107753.16967925,-4151967.45919096,16196.8983639278,1156.88820177252,5095.74962408875,9286.05875769714
"a.temp",-6107753.16967925,-4152117.45919096,16339.7628994856,1287.99274508846,5090.7267881316,9428.84522364238
"a.temp",-6107753.16967925,-4152267.45919096,16482.7542180124,1422.83530719496,5090.12123936167,9571.85234170502
"a.temp",-6107753.16967925,-4152417.45919096,16625.8690483056,1560.44715110786,5093.93455311323,9715.07036780506
"a.temp",-6107753.16967925,-4152567.45919096,16769.104228056,1700.15596678678,5102.15682152175,9858.49011012356
"a.temp",-6107603.16967925,-4144617.45919096,9550.18065857415,6399.80658390531,9227.57813466773,3361.38680478772
